,Date,Integer_Year,Median Bedroom Price,Median List Price Calculated,Median List Price per SqFt Calculated,Median Market Value (Single Family),Month,No. of Bedrooms,Year,Zip_Code,Unnamed: 0,Unnamed: 0.1
4224,11/30/2010,15,62551,109949.5,75.70480511,106564,11,1,2010,46227,,
4225,11/30/2011,16,57226,109900,74.10790868,105076,11,1,2011,46227,,
4226,11/30/2012,17,50225,109900,76.84922413,105932,11,1,2012,46227,,
4227,11/30/2013,18,56566,112500,79.17831783,111604,11,1,2013,46227,,
4228,11/30/2014,19,64325,119900,79.4822627,118517,11,1,2014,46227,,
4229,11/30/2015,20,64227,121225,84.88226252,119460,11,1,2015,46227,,
4230,11/30/2016,21,70564,124900,85.75739862,128034,11,1,2016,46227,,
4231,11/30/2017,22,74968,145000,95.32865322,137671,11,1,2017,46227,,
4232,11/30/2018,23,85657,149950,103.3262574,149630,11,1,2018,46227,,
4233,11/30/2019,24,91417,169000,111.1181703,159542,11,1,2019,46227,,
4234,11/30/1996,1,77900,74281.57295,109.9907713,88500,11,2,1996,46227,,
4235,11/30/1997,2,73000,97775.0587,108.9104344,89700,11,2,1997,46227,,
4236,11/30/1998,3,76900,48943.30795,109.7075468,102100,11,2,1998,46227,,
4237,11/30/1999,4,67678,79020.88244,107.3785689,78685,11,2,1999,46227,,
4238,11/30/2000,5,70184,81685.78759,108.9434322,93888,11,2,2000,46227,,
4239,11/30/2001,6,73577,77286.55859,111.2032369,96867,11,2,2001,46227,,
4240,11/30/2002,7,73148,83215.90147,109.9253486,96565,11,2,2002,46227,,
4241,11/30/2003,8,74476,87504.82704,109.2327354,99990,11,2,2003,46227,,
4242,11/30/2004,9,74788,111065.3203,100.1603231,102833,11,2,2004,46227,,
4243,11/30/2005,10,78164,112094.9079,102.2548983,111875,11,2,2005,46227,,
4244,11/30/2006,11,80455,113671.6748,93.61932172,114251,11,2,2006,46227,,
4245,11/30/2007,12,82116,112102.2758,92.38606815,112350,11,2,2007,46227,,
4246,11/30/2008,13,82368,117280.8842,82.69422443,111998,11,2,2008,46227,,
4247,11/30/2009,14,81764,110086.969,77.43465646,111472,11,2,2009,46227,,
4248,11/30/2010,15,77350,109949.5,75.70480511,106564,11,2,2010,46227,,
4249,11/30/2011,16,75243,109900,74.10790868,105076,11,2,2011,46227,,
4250,11/30/2012,17,71889,109900,76.84922413,105932,11,2,2012,46227,,
4251,11/30/2013,18,75238,112500,79.17831783,111604,11,2,2013,46227,,
4252,11/30/2014,19,81897,119900,79.4822627,118517,11,2,2014,46227,,
4253,11/30/2015,20,81303,121225,84.88226252,119460,11,2,2015,46227,,
4254,11/30/2016,21,88869,124900,85.75739862,128034,11,2,2016,46227,,
4255,11/30/2017,22,96390,145000,95.32865322,137671,11,2,2017,46227,,
4256,11/30/2018,23,106053,149950,103.3262574,149630,11,2,2018,46227,,
4257,11/30/2019,24,115481,169000,111.1181703,159542,11,2,2019,46227,,
4258,11/30/1996,1,89700,74281.57295,109.9907713,88500,11,3,1996,46227,,
4259,11/30/1997,2,90800,97775.0587,108.9104344,89700,11,3,1997,46227,,
4260,11/30/1998,3,102200,48943.30795,109.7075468,102100,11,3,1998,46227,,
4261,11/30/1999,4,81406,79020.88244,107.3785689,78685,11,3,1999,46227,,
4262,11/30/2000,5,95226,81685.78759,108.9434322,93888,11,3,2000,46227,,
4263,11/30/2001,6,98352,77286.55859,111.2032369,96867,11,3,2001,46227,,
4264,11/30/2002,7,98576,83215.90147,109.9253486,96565,11,3,2002,46227,,
4265,11/30/2003,8,101848,87504.82704,109.2327354,99990,11,3,2003,46227,,
4266,11/30/2004,9,104647,111065.3203,100.1603231,102833,11,3,2004,46227,,
4267,11/30/2005,10,112290,112094.9079,102.2548983,111875,11,3,2005,46227,,
4268,11/30/2006,11,114919,113671.6748,93.61932172,114251,11,3,2006,46227,,
4269,11/30/2007,12,112713,112102.2758,92.38606815,112350,11,3,2007,46227,,
4270,11/30/2008,13,112576,117280.8842,82.69422443,111998,11,3,2008,46227,,
4271,11/30/2009,14,111517,110086.969,77.43465646,111472,11,3,2009,46227,,
4272,11/30/2010,15,106899,109949.5,75.70480511,106564,11,3,2010,46227,,
4273,11/30/2011,16,105441,109900,74.10790868,105076,11,3,2011,46227,,
4274,11/30/2012,17,106973,109900,76.84922413,105932,11,3,2012,46227,,
4275,11/30/2013,18,112536,112500,79.17831783,111604,11,3,2013,46227,,
4276,11/30/2014,19,119279,119900,79.4822627,118517,11,3,2014,46227,,
4277,11/30/2015,20,120576,121225,84.88226252,119460,11,3,2015,46227,,
4278,11/30/2016,21,128841,124900,85.75739862,128034,11,3,2016,46227,,
4279,11/30/2017,22,138620,145000,95.32865322,137671,11,3,2017,46227,,
4280,11/30/2018,23,150695,149950,103.3262574,149630,11,3,2018,46227,,
4281,11/30/2019,24,160452,169000,111.1181703,159542,11,3,2019,46227,,
4282,11/30/1996,1,125100,74281.57295,109.9907713,88500,11,4,1996,46227,,
4283,11/30/1997,2,124600,97775.0587,108.9104344,89700,11,4,1997,46227,,
4284,11/30/1998,3,127700,48943.30795,109.7075468,102100,11,4,1998,46227,,
4285,11/30/1999,4,121300,79020.88244,107.3785689,78685,11,4,1999,46227,,
4286,11/30/2000,5,116782,81685.78759,108.9434322,93888,11,4,2000,46227,,
4287,11/30/2001,6,117790,77286.55859,111.2032369,96867,11,4,2001,46227,,
4288,11/30/2002,7,117022,83215.90147,109.9253486,96565,11,4,2002,46227,,
4289,11/30/2003,8,120152,87504.82704,109.2327354,99990,11,4,2003,46227,,
4290,11/30/2004,9,121597,111065.3203,100.1603231,102833,11,4,2004,46227,,
4291,11/30/2005,10,134442,112094.9079,102.2548983,111875,11,4,2005,46227,,
4292,11/30/2006,11,134786,113671.6748,93.61932172,114251,11,4,2006,46227,,
4293,11/30/2007,12,132684,112102.2758,92.38606815,112350,11,4,2007,46227,,
4294,11/30/2008,13,132159,117280.8842,82.69422443,111998,11,4,2008,46227,,
4295,11/30/2009,14,132354,110086.969,77.43465646,111472,11,4,2009,46227,,
4296,11/30/2010,15,127164,109949.5,75.70480511,106564,11,4,2010,46227,,
4297,11/30/2011,16,124947,109900,74.10790868,105076,11,4,2011,46227,,
4298,11/30/2012,17,127675,109900,76.84922413,105932,11,4,2012,46227,,
4299,11/30/2013,18,132668,112500,79.17831783,111604,11,4,2013,46227,,
4300,11/30/2014,19,139936,119900,79.4822627,118517,11,4,2014,46227,,
4301,11/30/2015,20,140771,121225,84.88226252,119460,11,4,2015,46227,,
4302,11/30/2016,21,149643,124900,85.75739862,128034,11,4,2016,46227,,
4303,11/30/2017,22,159914,145000,95.32865322,137671,11,4,2017,46227,,
4304,11/30/2018,23,172370,149950,103.3262574,149630,11,4,2018,46227,,
4305,11/30/2019,24,182720,169000,111.1181703,159542,11,4,2019,46227,,
4306,11/30/2000,5,140890,81685.78759,108.9434322,93888,11,5,2000,46227,,
4307,11/30/2001,6,142101,77286.55859,111.2032369,96867,11,5,2001,46227,,
4308,11/30/2002,7,139512,83215.90147,109.9253486,96565,11,5,2002,46227,,
4309,11/30/2003,8,146495,87504.82704,109.2327354,99990,11,5,2003,46227,,
4310,11/30/2004,9,148699,111065.3203,100.1603231,102833,11,5,2004,46227,,
4311,11/30/2005,10,159418,112094.9079,102.2548983,111875,11,5,2005,46227,,
4312,11/30/2006,11,161462,113671.6748,93.61932172,114251,11,5,2006,46227,,
4313,11/30/2007,12,159568,112102.2758,92.38606815,112350,11,5,2007,46227,,
4314,11/30/2008,13,160772,117280.8842,82.69422443,111998,11,5,2008,46227,,
4315,11/30/2009,14,161113,110086.969,77.43465646,111472,11,5,2009,46227,,
4316,11/30/2010,15,154235,109949.5,75.70480511,106564,11,5,2010,46227,,
4317,11/30/2011,16,147482,109900,74.10790868,105076,11,5,2011,46227,,
4318,11/30/2012,17,150111,109900,76.84922413,105932,11,5,2012,46227,,
4319,11/30/2013,18,153663,112500,79.17831783,111604,11,5,2013,46227,,
4320,11/30/2014,19,165236,119900,79.4822627,118517,11,5,2014,46227,,
4321,11/30/2015,20,163872,121225,84.88226252,119460,11,5,2015,46227,,
4322,11/30/2016,21,171948,124900,85.75739862,128034,11,5,2016,46227,,
4323,11/30/2017,22,182545,145000,95.32865322,137671,11,5,2017,46227,,
4324,11/30/2018,23,196242,149950,103.3262574,149630,11,5,2018,46227,,
4325,11/30/2019,24,205884,169000,111.1181703,159542,11,5,2019,46227,,
4326,11/30/2010,15,76612,118000,70.0280112,111295,11,1,2010,46214,,
4327,11/30/2011,16,64687,119950,67.27272727,107688,11,1,2011,46214,,
4328,11/30/2012,17,59797,114000,68.26870563,106618,11,1,2012,46214,,
4329,11/30/2013,18,60756,114900,71.74358974,112234,11,1,2013,46214,,
4330,11/30/2014,19,60788,119900,72.39789196,118145,11,1,2014,46214,,
4331,11/30/2015,20,59166,118000,76.71568627,118672,11,1,2015,46214,,
4332,11/30/2016,21,59853,125900,71.85910436,126159,11,1,2016,46214,,
4333,11/30/2017,22,64275,132450,81.33472367,136160,11,1,2017,46214,,
4334,11/30/2018,23,71715,155000,92.41464592,150515,11,1,2018,46214,,
4335,11/30/2019,24,87137,159450,96.90366972,160843,11,1,2019,46214,,
4336,11/30/1996,1,87300,130001.5865,78.74150213,100000,11,2,1996,46214,,
4337,11/30/1997,2,83000,142630.9786,80.12180895,103600,11,2,1997,46214,,
4338,11/30/1998,3,84600,140121.7397,79.89050628,104800,11,2,1998,46214,,
4339,11/30/1999,4,88700,150497.1393,78.0475941,103600,11,2,1999,46214,,
4340,11/30/2000,5,91279,125250.9625,77.73436793,104678,11,2,2000,46214,,
4341,11/30/2001,6,93153,131226.4943,78.84137265,107871,11,2,2001,46214,,
4342,11/30/2002,7,93334,133634.1596,79.83825071,110900,11,2,2002,46214,,
4343,11/30/2003,8,96050,135356.6626,80.88347705,114001,11,2,2003,46214,,
4344,11/30/2004,9,99092,135658.7393,81.27734456,116132,11,2,2004,46214,,
4345,11/30/2005,10,100441,133039.0432,80.57666061,116633,11,2,2005,46214,,
4346,11/30/2006,11,96055,132542.6695,81.53391994,119603,11,2,2006,46214,,
4347,11/30/2007,12,98265,131328.9573,79.83135209,118612,11,2,2007,46214,,
4348,11/30/2008,13,94278,125160.6613,75.91483569,114324,11,2,2008,46214,,
4349,11/30/2009,14,91756,125233.1051,75.59019396,115385,11,2,2009,46214,,
4350,11/30/2010,15,85362,118000,70.0280112,111295,11,2,2010,46214,,
4351,11/30/2011,16,80974,119950,67.27272727,107688,11,2,2011,46214,,
4352,11/30/2012,17,77431,114000,68.26870563,106618,11,2,2012,46214,,
4353,11/30/2013,18,80238,114900,71.74358974,112234,11,2,2013,46214,,
4354,11/30/2014,19,82256,119900,72.39789196,118145,11,2,2014,46214,,
4355,11/30/2015,20,81734,118000,76.71568627,118672,11,2,2015,46214,,
4356,11/30/2016,21,84636,125900,71.85910436,126159,11,2,2016,46214,,
4357,11/30/2017,22,91121,132450,81.33472367,136160,11,2,2017,46214,,
4358,11/30/2018,23,101212,155000,92.41464592,150515,11,2,2018,46214,,
4359,11/30/2019,24,111540,159450,96.90366972,160843,11,2,2019,46214,,
4360,11/30/1996,1,92600,130001.5865,78.74150213,100000,11,3,1996,46214,,
4361,11/30/1997,2,91000,142630.9786,80.12180895,103600,11,3,1997,46214,,
4362,11/30/1998,3,93200,140121.7397,79.89050628,104800,11,3,1998,46214,,
4363,11/30/1999,4,85303,150497.1393,78.0475941,103600,11,3,1999,46214,,
4364,11/30/2000,5,98590,125250.9625,77.73436793,104678,11,3,2000,46214,,
4365,11/30/2001,6,99661,131226.4943,78.84137265,107871,11,3,2001,46214,,
4366,11/30/2002,7,102248,133634.1596,79.83825071,110900,11,3,2002,46214,,
4367,11/30/2003,8,105286,135356.6626,80.88347705,114001,11,3,2003,46214,,
4368,11/30/2004,9,107530,135658.7393,81.27734456,116132,11,3,2004,46214,,
4369,11/30/2005,10,108705,133039.0432,80.57666061,116633,11,3,2005,46214,,
4370,11/30/2006,11,112641,132542.6695,81.53391994,119603,11,3,2006,46214,,
4371,11/30/2007,12,110814,131328.9573,79.83135209,118612,11,3,2007,46214,,
4372,11/30/2008,13,106351,125160.6613,75.91483569,114324,11,3,2008,46214,,
4373,11/30/2009,14,107056,125233.1051,75.59019396,115385,11,3,2009,46214,,
4374,11/30/2010,15,103070,118000,70.0280112,111295,11,3,2010,46214,,
4375,11/30/2011,16,98273,119950,67.27272727,107688,11,3,2011,46214,,
4376,11/30/2012,17,97297,114000,68.26870563,106618,11,3,2012,46214,,
4377,11/30/2013,18,103964,114900,71.74358974,112234,11,3,2013,46214,,
4378,11/30/2014,19,108712,119900,72.39789196,118145,11,3,2014,46214,,
4379,11/30/2015,20,109662,118000,76.71568627,118672,11,3,2015,46214,,
4380,11/30/2016,21,117538,125900,71.85910436,126159,11,3,2016,46214,,
4381,11/30/2017,22,127306,132450,81.33472367,136160,11,3,2017,46214,,
4382,11/30/2018,23,141501,155000,92.41464592,150515,11,3,2018,46214,,
4383,11/30/2019,24,151919,159450,96.90366972,160843,11,3,2019,46214,,
4384,11/30/1996,1,121600,130001.5865,78.74150213,100000,11,4,1996,46214,,
4385,11/30/1997,2,120500,142630.9786,80.12180895,103600,11,4,1997,46214,,
4386,11/30/1998,3,122900,140121.7397,79.89050628,104800,11,4,1998,46214,,
4387,11/30/1999,4,125531,150497.1393,78.0475941,103600,11,4,1999,46214,,
4388,11/30/2000,5,107627,125250.9625,77.73436793,104678,11,4,2000,46214,,
4389,11/30/2001,6,113762,131226.4943,78.84137265,107871,11,4,2001,46214,,
4390,11/30/2002,7,118391,133634.1596,79.83825071,110900,11,4,2002,46214,,
4391,11/30/2003,8,122292,135356.6626,80.88347705,114001,11,4,2003,46214,,
4392,11/30/2004,9,124444,135658.7393,81.27734456,116132,11,4,2004,46214,,
4393,11/30/2005,10,128556,133039.0432,80.57666061,116633,11,4,2005,46214,,
4394,11/30/2006,11,130668,132542.6695,81.53391994,119603,11,4,2006,46214,,
4395,11/30/2007,12,129950,131328.9573,79.83135209,118612,11,4,2007,46214,,
4396,11/30/2008,13,129593,125160.6613,75.91483569,114324,11,4,2008,46214,,
4397,11/30/2009,14,129968,125233.1051,75.59019396,115385,11,4,2009,46214,,
4398,11/30/2010,15,125116,118000,70.0280112,111295,11,4,2010,46214,,
4399,11/30/2011,16,122312,119950,67.27272727,107688,11,4,2011,46214,,
4400,11/30/2012,17,120216,114000,68.26870563,106618,11,4,2012,46214,,
4401,11/30/2013,18,128650,114900,71.74358974,112234,11,4,2013,46214,,
4402,11/30/2014,19,134176,119900,72.39789196,118145,11,4,2014,46214,,
4403,11/30/2015,20,135367,118000,76.71568627,118672,11,4,2015,46214,,
4404,11/30/2016,21,145109,125900,71.85910436,126159,11,4,2016,46214,,
4405,11/30/2017,22,154560,132450,81.33472367,136160,11,4,2017,46214,,
4406,11/30/2018,23,169211,155000,92.41464592,150515,11,4,2018,46214,,
4407,11/30/2019,24,181097,159450,96.90366972,160843,11,4,2019,46214,,
4408,11/30/2000,5,115750,125250.9625,77.73436793,104678,11,5,2000,46214,,
4409,11/30/2001,6,121090,131226.4943,78.84137265,107871,11,5,2001,46214,,
4410,11/30/2002,7,126305,133634.1596,79.83825071,110900,11,5,2002,46214,,
4411,11/30/2003,8,131133,135356.6626,80.88347705,114001,11,5,2003,46214,,
4412,11/30/2004,9,134237,135658.7393,81.27734456,116132,11,5,2004,46214,,
4413,11/30/2005,10,142389,133039.0432,80.57666061,116633,11,5,2005,46214,,
4414,11/30/2006,11,145502,132542.6695,81.53391994,119603,11,5,2006,46214,,
4415,11/30/2007,12,144468,131328.9573,79.83135209,118612,11,5,2007,46214,,
4416,11/30/2008,13,144999,125160.6613,75.91483569,114324,11,5,2008,46214,,
4417,11/30/2009,14,144690,125233.1051,75.59019396,115385,11,5,2009,46214,,
4418,11/30/2010,15,136499,118000,70.0280112,111295,11,5,2010,46214,,
4419,11/30/2011,16,130113,119950,67.27272727,107688,11,5,2011,46214,,
4420,11/30/2012,17,126309,114000,68.26870563,106618,11,5,2012,46214,,
4421,11/30/2013,18,134587,114900,71.74358974,112234,11,5,2013,46214,,
4422,11/30/2014,19,141361,119900,72.39789196,118145,11,5,2014,46214,,
4423,11/30/2015,20,141089,118000,76.71568627,118672,11,5,2015,46214,,
4424,11/30/2016,21,152598,125900,71.85910436,126159,11,5,2016,46214,,
4425,11/30/2017,22,160634,132450,81.33472367,136160,11,5,2017,46214,,
4426,11/30/2018,23,176513,155000,92.41464592,150515,11,5,2018,46214,,
4427,11/30/2019,24,189764,159450,96.90366972,160843,11,5,2019,46214,,
4428,12/31/1996,1,112900,124758.4412,91.71237709,126300,12,1,1996,46220,,
4429,12/31/1997,2,117200,141680.0081,100.1223587,150400,12,1,1997,46220,,
4430,12/31/1998,3,122500,143624.2292,101.6944428,152700,12,1,1998,46220,,
4431,12/31/1999,4,98777,132038.5966,92.58531513,155038,12,1,1999,46220,,
4432,12/31/2000,5,96051,135427.0158,95.70955623,155529,12,1,2000,46220,,
4433,12/31/2001,6,99610,139270.8184,98.8389522,157571,12,1,2001,46220,,
4434,12/31/2002,7,105189,146100.3426,103.922444,161370,12,1,2002,46220,,
4435,12/31/2003,8,107621,153413.5341,108.8505516,167521,12,1,2003,46220,,
4436,12/31/2004,9,110964,160281.1897,113.7226047,172378,12,1,2004,46220,,
4437,12/31/2005,10,115511,160632.2392,114.8812287,170984,12,1,2005,46220,,
4438,12/31/2006,11,117066,163252.618,116.9165943,173591,12,1,2006,46220,,
4439,12/31/2007,12,117035,169797.2869,121.5982452,178166,12,1,2007,46220,,
4440,12/31/2008,13,116270,165655.1395,120.0252394,173212,12,1,2008,46220,,
4441,12/31/2009,14,120485,172132.8465,124.2762712,179442,12,1,2009,46220,,
4442,12/31/2010,15,109246,169900,121.0585586,170904,12,1,2010,46220,,
4443,12/31/2011,16,108343,159900,113.93028,169651,12,1,2011,46220,,
4444,12/31/2012,17,107881,169900,125.1076742,174186,12,1,2012,46220,,
4445,12/31/2013,18,123694,169900,129.5821142,187908,12,1,2013,46220,,
4446,12/31/2014,19,130214,179900,132.0108021,195542,12,1,2014,46220,,
4447,12/31/2015,20,128592,199700,135.4895105,193941,12,1,2015,46220,,
4448,12/31/2016,21,139782,200000,143.9911774,207107,12,1,2016,46220,,
4449,12/31/2017,22,149403,229900,157.4074074,220136,12,1,2017,46220,,
4450,12/31/2018,23,169321,239900,175.315568,240025,12,1,2018,46220,,
4451,12/31/2019,24,172684,250000,178.4920635,247115,12,1,2019,46220,,
4452,12/31/1996,1,116000,124758.4412,91.71237709,126300,12,2,1996,46220,,
4453,12/31/1997,2,127100,141680.0081,100.1223587,150400,12,2,1997,46220,,
4454,12/31/1998,3,136000,143624.2292,101.6944428,152700,12,2,1998,46220,,
4455,12/31/1999,4,123896,132038.5966,92.58531513,155038,12,2,1999,46220,,
4456,12/31/2000,5,130252,135427.0158,95.70955623,155529,12,2,2000,46220,,
4457,12/31/2001,6,132678,139270.8184,98.8389522,157571,12,2,2001,46220,,
4458,12/31/2002,7,138000,146100.3426,103.922444,161370,12,2,2002,46220,,
4459,12/31/2003,8,141888,153413.5341,108.8505516,167521,12,2,2003,46220,,
4460,12/31/2004,9,146417,160281.1897,113.7226047,172378,12,2,2004,46220,,
4461,12/31/2005,10,150013,160632.2392,114.8812287,170984,12,2,2005,46220,,
4462,12/31/2006,11,151372,163252.618,116.9165943,173591,12,2,2006,46220,,
4463,12/31/2007,12,153088,169797.2869,121.5982452,178166,12,2,2007,46220,,
4464,12/31/2008,13,149830,165655.1395,120.0252394,173212,12,2,2008,46220,,
4465,12/31/2009,14,155548,172132.8465,124.2762712,179442,12,2,2009,46220,,
4466,12/31/2010,15,149275,169900,121.0585586,170904,12,2,2010,46220,,
4467,12/31/2011,16,146537,159900,113.93028,169651,12,2,2011,46220,,
4468,12/31/2012,17,150551,169900,125.1076742,174186,12,2,2012,46220,,
4469,12/31/2013,18,162964,169900,129.5821142,187908,12,2,2013,46220,,
4470,12/31/2014,19,167927,179900,132.0108021,195542,12,2,2014,46220,,
4471,12/31/2015,20,167021,199700,135.4895105,193941,12,2,2015,46220,,
4472,12/31/2016,21,179646,200000,143.9911774,207107,12,2,2016,46220,,
4473,12/31/2017,22,191010,229900,157.4074074,220136,12,2,2017,46220,,
4474,12/31/2018,23,209504,239900,175.315568,240025,12,2,2018,46220,,
4475,12/31/2019,24,215573,250000,178.4920635,247115,12,2,2019,46220,,
4476,12/31/1996,1,128900,124758.4412,91.71237709,126300,12,3,1996,46220,,
4477,12/31/1997,2,149800,141680.0081,100.1223587,150400,12,3,1997,46220,,
4478,12/31/1998,3,151800,143624.2292,101.6944428,152700,12,3,1998,46220,,
4479,12/31/1999,4,150108,132038.5966,92.58531513,155038,12,3,1999,46220,,
4480,12/31/2000,5,151278,135427.0158,95.70955623,155529,12,3,2000,46220,,
4481,12/31/2001,6,153625,139270.8184,98.8389522,157571,12,3,2001,46220,,
4482,12/31/2002,7,157984,146100.3426,103.922444,161370,12,3,2002,46220,,
4483,12/31/2003,8,164071,153413.5341,108.8505516,167521,12,3,2003,46220,,
4484,12/31/2004,9,169158,160281.1897,113.7226047,172378,12,3,2004,46220,,
4485,12/31/2005,10,168215,160632.2392,114.8812287,170984,12,3,2005,46220,,
4486,12/31/2006,11,170609,163252.618,116.9165943,173591,12,3,2006,46220,,
4487,12/31/2007,12,175416,169797.2869,121.5982452,178166,12,3,2007,46220,,
4488,12/31/2008,13,170824,165655.1395,120.0252394,173212,12,3,2008,46220,,
4489,12/31/2009,14,176735,172132.8465,124.2762712,179442,12,3,2009,46220,,
4490,12/31/2010,15,168840,169900,121.0585586,170904,12,3,2010,46220,,
4491,12/31/2011,16,167234,159900,113.93028,169651,12,3,2011,46220,,
4492,12/31/2012,17,171198,169900,125.1076742,174186,12,3,2012,46220,,
4493,12/31/2013,18,184322,169900,129.5821142,187908,12,3,2013,46220,,
4494,12/31/2014,19,190840,179900,132.0108021,195542,12,3,2014,46220,,
4495,12/31/2015,20,189527,199700,135.4895105,193941,12,3,2015,46220,,
4496,12/31/2016,21,203599,200000,143.9911774,207107,12,3,2016,46220,,
4497,12/31/2017,22,215543,229900,157.4074074,220136,12,3,2017,46220,,
4498,12/31/2018,23,235580,239900,175.315568,240025,12,3,2018,46220,,
4499,12/31/2019,24,244010,250000,178.4920635,247115,12,3,2019,46220,,
4500,12/31/1996,1,168400,124758.4412,91.71237709,126300,12,4,1996,46220,,
4501,12/31/1997,2,182100,141680.0081,100.1223587,150400,12,4,1997,46220,,
4502,12/31/1998,3,195000,143624.2292,101.6944428,152700,12,4,1998,46220,,
4503,12/31/1999,4,214696,132038.5966,92.58531513,155038,12,4,1999,46220,,
4504,12/31/2000,5,223199,135427.0158,95.70955623,155529,12,4,2000,46220,,
4505,12/31/2001,6,224937,139270.8184,98.8389522,157571,12,4,2001,46220,,
4506,12/31/2002,7,225982,146100.3426,103.922444,161370,12,4,2002,46220,,
4507,12/31/2003,8,235384,153413.5341,108.8505516,167521,12,4,2003,46220,,
4508,12/31/2004,9,243675,160281.1897,113.7226047,172378,12,4,2004,46220,,
4509,12/31/2005,10,244886,160632.2392,114.8812287,170984,12,4,2005,46220,,
4510,12/31/2006,11,253124,163252.618,116.9165943,173591,12,4,2006,46220,,
4511,12/31/2007,12,255086,169797.2869,121.5982452,178166,12,4,2007,46220,,
4512,12/31/2008,13,249346,165655.1395,120.0252394,173212,12,4,2008,46220,,
4513,12/31/2009,14,253695,172132.8465,124.2762712,179442,12,4,2009,46220,,
4514,12/31/2010,15,239624,169900,121.0585586,170904,12,4,2010,46220,,
4515,12/31/2011,16,235362,159900,113.93028,169651,12,4,2011,46220,,
4516,12/31/2012,17,243915,169900,125.1076742,174186,12,4,2012,46220,,
4517,12/31/2013,18,263393,169900,129.5821142,187908,12,4,2013,46220,,
4518,12/31/2014,19,283773,179900,132.0108021,195542,12,4,2014,46220,,
4519,12/31/2015,20,281850,199700,135.4895105,193941,12,4,2015,46220,,
4520,12/31/2016,21,293692,200000,143.9911774,207107,12,4,2016,46220,,
4521,12/31/2017,22,309251,229900,157.4074074,220136,12,4,2017,46220,,
4522,12/31/2018,23,327670,239900,175.315568,240025,12,4,2018,46220,,
4523,12/31/2019,24,338727,250000,178.4920635,247115,12,4,2019,46220,,
4524,12/31/1996,1,249000,124758.4412,91.71237709,126300,12,5,1996,46220,,
4525,12/31/1997,2,279000,141680.0081,100.1223587,150400,12,5,1997,46220,,
4526,12/31/1998,3,292300,143624.2292,101.6944428,152700,12,5,1998,46220,,
4527,12/31/1999,4,258452,132038.5966,92.58531513,155038,12,5,1999,46220,,
4528,12/31/2000,5,278921,135427.0158,95.70955623,155529,12,5,2000,46220,,
4529,12/31/2001,6,280537,139270.8184,98.8389522,157571,12,5,2001,46220,,
4530,12/31/2002,7,277672,146100.3426,103.922444,161370,12,5,2002,46220,,
4531,12/31/2003,8,302802,153413.5341,108.8505516,167521,12,5,2003,46220,,
4532,12/31/2004,9,312670,160281.1897,113.7226047,172378,12,5,2004,46220,,
4533,12/31/2005,10,329849,160632.2392,114.8812287,170984,12,5,2005,46220,,
4534,12/31/2006,11,346881,163252.618,116.9165943,173591,12,5,2006,46220,,
4535,12/31/2007,12,350706,169797.2869,121.5982452,178166,12,5,2007,46220,,
4536,12/31/2008,13,335285,165655.1395,120.0252394,173212,12,5,2008,46220,,
4537,12/31/2009,14,352671,172132.8465,124.2762712,179442,12,5,2009,46220,,
4538,12/31/2010,15,336200,169900,121.0585586,170904,12,5,2010,46220,,
4539,12/31/2011,16,331177,159900,113.93028,169651,12,5,2011,46220,,
4540,12/31/2012,17,347608,169900,125.1076742,174186,12,5,2012,46220,,
4541,12/31/2013,18,375230,169900,129.5821142,187908,12,5,2013,46220,,
4542,12/31/2014,19,407182,179900,132.0108021,195542,12,5,2014,46220,,
4543,12/31/2015,20,396530,199700,135.4895105,193941,12,5,2015,46220,,
4544,12/31/2016,21,409146,200000,143.9911774,207107,12,5,2016,46220,,
4545,12/31/2017,22,438785,229900,157.4074074,220136,12,5,2017,46220,,
4546,12/31/2018,23,460885,239900,175.315568,240025,12,5,2018,46220,,
4547,12/31/2019,24,476078,250000,178.4920635,247115,12,5,2019,46220,,
4548,12/31/2010,15,50737,86000,68.33333333,79438,12,1,2010,46219,,
4549,12/31/2011,16,41645,79400,60.67774936,71973,12,1,2011,46219,,
4550,12/31/2012,17,43403,79450,62.5,73608,12,1,2012,46219,,
4551,12/31/2013,18,45455,84250,65.1444548,78057,12,1,2013,46219,,
4552,12/31/2014,19,50904,85000,65.13632996,84396,12,1,2014,46219,,
4553,12/31/2015,20,50291,86250,64.27701219,85552,12,1,2015,46219,,
4554,12/31/2016,21,55036,89400,68.70229008,93043,12,1,2016,46219,,
4555,12/31/2017,22,61557,99850,80.48018231,103060,12,1,2017,46219,,
4556,12/31/2018,23,72000,111200,87.73859732,115292,12,1,2018,46219,,
4557,12/31/2019,24,78787,141900,96.39695524,122587,12,1,2019,46219,,
4558,12/31/2010,15,67141,86000,68.33333333,79438,12,2,2010,46219,,
4559,12/31/2011,16,57806,79400,60.67774936,71973,12,2,2011,46219,,
4560,12/31/2012,17,57422,79450,62.5,73608,12,2,2012,46219,,
4561,12/31/2013,18,62617,84250,65.1444548,78057,12,2,2013,46219,,
4562,12/31/2014,19,67459,85000,65.13632996,84396,12,2,2014,46219,,
4563,12/31/2015,20,67930,86250,64.27701219,85552,12,2,2015,46219,,
4564,12/31/2016,21,73466,89400,68.70229008,93043,12,2,2016,46219,,
4565,12/31/2017,22,81028,99850,80.48018231,103060,12,2,2017,46219,,
4566,12/31/2018,23,90969,111200,87.73859732,115292,12,2,2018,46219,,
